"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30-59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60-89DaysPastDueNotWorse","NumberOfDependents","RevolvingUtilizationOfUnsecuredLines-Adjusted"
"0",0.9999999,48,1,0.09210313,6166,1,3,0,1,2,0
"1",0.9999999,34,1,1330,5400,2,3,0,1,0,0
"0",0.51958007,42,0,0.160787992,5329,4,3,0,1,2,0
"0",1.158218126,39,0,0.257593233,2600,2,3,0,1,1,0
"0",0.855617692,44,0,0.104184171,5950,9,3,0,1,3,0
"1",0.836027329,54,0,0.339688445,4300,5,3,1,1,0,0
"1",0.9999999,41,0,0.233277791,4200,2,3,1,1,2,0
"0",0.92660443,60,0,3015,5400,9,3,1,1,0,0
"1",0,30,0,0.137106611,4098,4,3,0,1,1,0
"1",1.688622754,34,0,0.096298895,5700,2,3,0,1,1,0
"0",2.458471761,46,0,27,5400,1,3,0,1,0,0
"1",0.9999999,43,0,0.108018386,3915,1,3,0,1,0,0
"0",0.9999999,45,0,0.550907978,4900,4,3,2,1,0,0
"0",1.224270353,57,0,0.02416264,6000,5,3,0,1,3,0
"0",0.027972028,26,0,0.059044049,3200,3,3,0,1,0,0
"1",0.9999999,62,0,0.051260737,3608,1,3,0,1,1,0
"1",0.9999999,31,0,1561,5400,2,3,1,1,2,0
"1",1.155649372,36,0,0.19524224,3446,2,3,0,1,2,0
"1",0.9999999,31,0,816,5400,4,3,0,1,0,0
"1",0.877790834,62,0,902,5400,5,3,1,1,0,0
"1",0.9999999,34,0,340,5400,1,3,0,1,6,0
"1",0.9999999,38,0,0.194222337,3876,3,3,0,1,0,0
"0",0.9999999,26,0,0.193903048,2000,1,3,0,1,0,0
"1",0.272942745,65,0,0.712990937,5295,6,3,1,1,0,0
"1",0.765808548,35,0,0.336024606,2600,3,3,0,1,2,0
"1",0.9999999,41,0,0.433413317,3333,2,3,0,1,0,0
"1",0.9999999,32,0,0.262607905,2200,3,3,0,1,1,0
"1",0.9999999,67,0,0.12143928,2000,1,3,0,1,0,0
"1",1.641196013,33,0,0.109659456,4668,3,3,0,1,3,0
"0",0.9999999,36,0,0.024890942,3896,1,3,0,1,1,0
"0",0.9999999,52,0,0.174275242,3000,2,3,0,1,0,0
"0",1.3809095,48,0,0.166143106,2864,2,3,0,1,0,0
"0",0.9999999,57,0,0.052539913,6889,1,3,1,1,1,0
"1",0.9999999,38,0,0.587804065,3000,4,3,1,1,0,0
"0",0.9999999,38,0,0.020337815,2900,2,3,0,1,2,0
"0",1.368871966,60,0,0.039417309,3500,5,3,0,1,0,0
"0",0.99001996,33,0,0.087004813,2700,3,3,0,1,0,0
"0",0.9999999,64,0,0.3622422,1890,6,3,0,1,0,0
"1",0.9999999,31,0,0,5400,0,3,0,1,0,0
"1",0.9999999,37,0,0.334832584,2000,3,3,0,1,2,0
"1",0.9999999,32,0,106,5400,0,3,0,1,0,0
"0",0.011869436,66,0,0.85,4019,5,3,2,1,2,0
"1",1.054310073,53,0,0.331619537,3500,7,3,0,1,0,0
"1",0.516053609,48,0,3969,5400,10,3,4,1,0,0
"1",1.068627941,36,0,0.696375958,6787,9,3,1,1,4,0
"0",0.993256963,58,0,0.537846987,7384,8,3,2,1,3,0
"0",1.389805097,44,0,126,5400,2,3,0,1,0,0
"0",0.128036523,54,4,0.251772405,5500,8,3,1,0,0,0
"1",0.990092245,47,4,0.339886704,3000,6,3,1,0,0,0
"1",0.9999999,27,4,0.831445703,1500,4,3,1,0,0,0
"1",0.9999999,55,4,3294,5400,5,3,1,0,0,0
"1",1.008747813,42,4,0.18272702,3600,5,3,0,0,3,0
"1",1.050951924,61,3,0.801221544,1800,7,3,2,0,0,0
"0",0.301212246,36,3,0.436633344,3100,5,3,0,0,0,0
"1",0.9999999,52,3,0.154616843,7385,3,3,0,0,1,0
"1",1.080851989,35,3,0.771898883,1700,6,3,0,0,1,0
"1",1.584009994,42,3,0.299690642,2585,9,3,1,0,0,0
"1",0.853505743,67,3,1.146778043,2513,7,3,1,0,1,0
"1",0.146471656,75,3,0.225887056,2000,7,3,0,0,0,0
"1",0.9999999,34,3,1.328898744,1352,8,3,1,0,2,0
"1",1.756487026,48,3,4891,5400,5,3,1,0,0,0
"0",1.010387612,45,3,0.221879135,6800,7,3,0,0,0,0
"1",0.889330758,39,3,2356,0,10,3,1,0,2,0
"1",0.793517101,52,3,0.753395062,3239,8,3,2,0,3,0
"1",0.019192323,34,3,0.177789787,3700,6,3,0,0,0,0
"0",1.077784443,40,3,0.183189655,2783,4,3,0,0,0,0
"0",0.851575737,52,3,0.648776638,3800,10,3,2,0,1,0
"1",0,31,2,0.331795463,2600,3,3,0,0,0,0
"0",1.043007807,47,2,0.416628805,2200,8,3,0,0,1,0
"1",1.018497688,61,2,0.354112694,6175,5,3,1,0,0,0
"0",0.505166322,35,2,0.372428379,5200,7,3,1,0,3,0
"1",0.748654881,30,2,0.17694102,3000,6,3,0,0,0,0
"1",1.04745167,46,2,0.599870298,3083,6,3,0,0,0,0
"0",0.9999999,33,2,440,5400,5,3,0,0,1,0
"0",1.483033932,31,2,0.124381894,2628,2,3,0,0,3,0
"1",0.9999999,36,2,424,5400,2,3,0,0,0,0
"1",0.828282828,46,2,0.870024995,5200,4,3,1,0,2,0
"0",0.9999999,61,2,0.702710414,3504,3,3,1,0,2,0
"1",0.814558059,48,2,0.800799467,1500,3,3,0,0,0,0
"0",0.9999999,48,2,0.615340254,5201,3,3,1,0,2,0
"1",0.147704591,25,2,0.098450775,2000,2,3,0,0,1,0
"1",0.743187448,28,2,0.40878553,1934,4,3,0,0,2,0
"1",1.07153922,49,2,0.396419437,3518,8,3,0,0,0,0
"0",0.936875048,54,2,0.148243359,3500,5,3,0,0,0,0
"1",0.9999999,43,2,0.058418761,7120,0,3,0,0,2,0
"1",1.23255814,40,2,0.406798489,4500,7,3,1,0,1,0
"0",1.004559804,27,2,0.424959656,1858,6,3,0,0,2,0
"1",0.775317812,42,2,0.43341489,5721,7,3,2,0,2,0
"0",0,33,2,636,5400,3,3,0,0,0,0
"1",0.696517413,37,2,0.089620069,5500,2,3,0,0,0,0
"0",0.886742172,27,2,702,5400,3,3,0,0,0,0
"1",0,58,2,1.501248959,1200,7,3,0,0,0,0
"0",0.9999999,42,2,0.047476262,2000,4,3,0,0,1,0
"0",0.8189609,32,2,0.214261968,6015,6,3,0,0,1,0
"1",0.992827646,36,2,0.227257581,3000,3,3,0,0,0,0
"0",1.155688623,61,2,0.081306231,3000,2,3,0,0,0,0
"1",0.956810631,29,2,0.241394431,4560,5,3,0,0,0,0
"1",0.141560799,43,2,0.471901219,6316,4,3,1,0,3,0
"0",1.603993344,46,2,0.007949603,6666,2,3,0,0,3,0
"1",0.175832024,41,2,0.147885857,4800,3,3,0,0,4,0
"1",0.659560293,37,2,1669,5400,9,3,1,0,3,0
"1",0.695860828,68,2,0.757620272,2722,6,3,1,0,1,0
"1",0.472411266,89,2,0.64027671,1300,6,3,0,0,0,0
"1",0.9999999,71,2,2218,5400,7,3,1,0,0,0
"1",0.9999999,56,2,0.19300106,6600,3,3,0,0,0,0
"1",0.875984571,78,2,0.484740951,2817,9,3,0,0,0,0
"1",0.9999999,63,2,0.614247032,4800,5,3,3,0,0,0
"1",0.767854417,32,2,0.456411156,5700,8,3,0,0,2,0
"1",1.018229656,51,2,0.537820726,3000,7,3,1,0,1,0
"1",0.9999999,53,2,0.001818549,4948,1,3,0,0,0,0
"0",0.9999999,53,1,0.218541709,4950,3,3,1,0,2,0
"1",0.258262875,40,1,0.718093969,3000,5,3,2,0,1,0
"0",0.9999999,59,1,0.162226878,6681,2,3,1,0,0,0
"0",1.079681275,29,1,0.370314843,2000,5,3,0,0,0,0
"1",0.976804639,48,1,0.231628454,1700,2,3,0,0,0,0
"0",0.9999999,38,1,0.475363009,4200,2,3,1,0,2,0
"0",0.465127351,47,1,0.119847544,7083,6,3,0,0,0,0
"0",0.9999999,37,1,0.153668666,6500,7,3,0,0,1,0
"0",0.628182448,47,1,0.640085694,4200,9,3,2,0,3,0
"1",0.9999999,53,1,0.034510563,6200,1,3,0,0,0,0
"1",0.644071186,49,1,0.926122108,3586,3,3,1,0,1,0
"1",0.931133608,47,1,0.50429914,5000,6,3,1,0,2,0
"1",0.815450444,26,1,913,5400,2,3,0,0,0,0
"1",0.9999999,48,1,0.096814233,7250,2,3,0,0,2,0
"1",0.876273104,29,1,0.036385446,2500,2,3,0,0,0,0
"0",0.746268657,29,1,0.068532132,4216,2,3,0,0,0,0
"0",0.990033223,44,1,452,5400,2,3,0,0,0,0
"0",1.2576949,54,1,0.260144525,1798,7,3,0,0,1,0
"1",0.9999999,44,1,548,5400,1,3,0,0,0,0
"1",0.9999999,39,1,0.440984999,3532,3,3,1,0,0,0
"0",0.832609991,72,1,0.318594104,6173,9,3,1,0,1,0
"1",1.023255814,33,1,0.003911343,2300,1,3,0,0,3,0
"0",0.968864701,41,1,1497,5400,4,3,0,0,2,0
"1",0.9999999,48,1,0.255372314,2000,3,3,0,0,4,0
"0",0.9999999,46,1,2.438818565,5450,5,3,1,0,1,0
"0",0.878243513,34,1,0.017568919,7000,2,3,0,0,2,0
"0",0.9999999,52,1,1721,5400,5,3,0,0,0,0
"0",2.716566866,36,1,970,5400,2,3,0,0,0,0
"0",0.330669331,26,1,0.104972376,3800,3,3,0,0,0,0
"0",0.9999999,33,1,0.235952809,5000,4,3,0,0,2,0
"1",0.999000125,69,1,0.492335037,4500,10,3,1,0,0,0
"0",0.718635531,54,1,1157,5400,5,3,0,0,0,0
"1",0.9999999,24,1,382,0,3,3,0,0,0,0
"1",0.9999999,40,1,0.177264547,3333,2,3,0,0,0,0
"1",0.9999999,31,1,367,5400,1,3,0,0,3,0
"1",0.9999999,37,1,0.243793911,4269,3,3,0,0,1,0
"0",0.611944332,68,1,0.237097696,5250,8,3,0,0,0,0
"0",0.918871252,48,1,0.141234712,3433,2,3,0,0,1,0
"1",0.9999999,60,1,0.447809468,3400,5,3,1,0,2,0
"1",0.9999999,24,1,0.013539652,1550,0,3,0,0,1,0
"0",1.014558271,58,1,0.393939394,3200,3,3,1,0,2,0
"1",0.9999999,57,1,139,5400,1,3,0,0,0,0
"0",0.857855362,58,1,195,5400,4,3,0,0,0,0
"0",1.435188271,50,1,0.169766047,5000,3,3,0,0,0,0
"0",0.9999999,29,1,429,5400,1,3,0,0,0,0
"0",1.064759268,28,1,0.141301933,4500,3,3,0,0,0,0
"0",0.9999999,51,1,0.117840309,7000,1,3,0,0,3,0
"1",0.9999999,31,1,362,5400,2,3,0,0,0,0
"0",2.143094842,51,1,0.28706084,3500,3,3,0,0,0,0
"0",0.9999999,57,1,5053,5400,3,3,3,0,1,0
"0",0.9999999,53,1,0.431198347,4839,5,3,1,0,1,0
"1",1.123752495,35,1,0.276030237,4100,3,3,1,0,1,0
"1",0.9999999,50,1,0.7808,3749,3,3,2,0,0,0
"1",0.848692929,37,1,0.155902594,3777,3,3,0,0,0,0
"1",0.950703407,44,1,0.238319962,2118,7,3,0,0,2,0
"0",0.9999999,33,1,0.028815054,3400,0,3,0,0,0,0
"1",0.094763092,43,1,342,5400,3,3,0,0,0,0
"0",0.8510069,37,1,0.171196501,3200,5,3,0,0,0,0
"0",0.9999999,55,1,0.12404418,3530,3,3,0,0,1,0
"1",0.9999999,34,1,0.005998001,3000,0,3,0,0,0,0
"0",0.9999999,48,1,0,6000,0,3,0,0,3,0
"1",1.311352682,62,1,0.214431309,4905,3,3,0,0,0,0
"0",0.9999999,66,1,0.202671312,3443,1,3,1,0,0,0
"1",1.223880597,45,1,0.17994002,3000,4,3,0,0,2,0
"0",0.960451977,24,1,0.109556178,2500,2,3,0,0,0,0
"0",0.9999999,52,1,0.276736494,4534,3,3,1,0,0,0
"1",0.876123876,41,1,220,5400,4,3,0,0,0,0
"1",0.9999999,26,1,0.034607438,1935,1,3,0,0,2,0
"1",0.701195219,34,1,0.059443394,3700,3,3,0,0,3,0
"0",1.12749004,38,1,1319,5400,4,3,1,0,0,0
"0",1.28742515,40,1,0.075517334,3720,2,3,0,0,1,0
"1",0.9999999,66,1,0.187221397,3364,1,3,0,0,3,0
"1",0.9999999,56,1,0,5166,0,3,0,0,0,0
"1",0.851913478,49,1,826,5400,4,3,0,0,0,0
"1",0.9999999,56,1,288,5400,1,3,1,0,0,0
"1",0.807192807,35,1,0.171957011,4000,2,3,0,0,0,0
"0",0.975261656,44,1,0.922858495,2112,3,3,1,0,4,0
"0",0.951433197,28,1,0.152623688,3334,4,3,0,0,4,0
"0",0.936531734,36,1,0.163830716,4583,4,3,0,0,0,0
"1",1.021956088,33,1,0.107393172,4422,4,3,0,0,0,0
"1",0.9999999,31,1,0.673023685,3250,3,3,1,0,2,0
"0",0.9999999,36,1,1341,5400,7,3,0,0,0,0
"1",1.465534466,29,1,136,0,1,3,0,0,0,0
"0",0.9999999,41,1,0.014843987,3300,1,3,0,0,2,0
"0",0.822355289,61,1,0.148712268,3610,3,3,0,0,0,0
"1",0.9999999,51,1,0.022189349,6083,3,3,0,0,8,0
"1",0.9999999,43,1,0.489461358,1280,3,3,0,0,1,0
"0",1.063122924,46,1,0.201626515,6516,5,3,0,0,2,0
"1",0.814065885,48,1,0.232067511,5450,7,3,0,0,2,0
"0",0.9999999,30,1,0.555777689,2500,6,3,0,0,2,0
"1",0.9999999,31,1,0.213251849,3108,2,3,0,0,2,0
"1",1.007420662,38,1,1.781954887,664,8,3,0,0,2,0
"1",0.3629,46,1,1407,5400,5,3,1,0,0,1
"1",0.9999999,40,0,0.024168236,3185,1,3,0,0,2,0
"0",0.9999999,34,0,0.019988895,1800,0,3,0,0,2,0
"0",0.9999999,49,0,0,2710,0,3,0,0,2,0
"0",0.407993339,49,0,0.311534501,3883,10,3,2,0,0,0
"1",0.9999999,24,0,0.068850639,1800,0,3,0,0,1,0
"0",0.438202247,29,0,0.116838488,3200,5,3,0,0,3,0
"0",0.571684711,32,0,0.077475789,3200,5,3,0,0,0,0
"1",0.9999999,27,0,0.101299567,3000,3,3,0,0,1,0
"1",0.9999999,61,0,2134,5400,2,3,2,0,1,0
"0",0.9999999,42,0,5,5400,1,3,0,0,0,0
"0",0.9999999,28,0,0,5400,0,3,0,0,0,0
"0",0.518240213,54,0,0.448310139,3017,6,3,0,0,0,0
"0",0.9999999,54,0,457,5400,2,3,0,0,2,0
"1",0.9999999,35,0,179,5400,1,3,0,0,4,0
"1",0.632935261,33,0,0.7421981,3684,8,3,1,0,1,0
"0",0.723254646,40,0,755,5400,6,3,0,0,0,0
"1",0.784053156,34,0,0.077909828,5300,3,3,0,0,0,0
"0",0.9999999,42,0,0,5400,1,3,0,0,0,0
"1",0.9999999,60,0,0.275265957,2255,3,3,0,0,0,0
"1",0.417165669,27,0,0.112313139,5083,6,3,0,0,0,0
"1",1.07846077,49,0,352,5400,2,3,0,0,0,0
"0",0.9999999,33,0,89,5400,2,3,0,0,0,0
"0",0.9999999,30,0,0,5400,0,3,0,0,0,0
"0",0,65,0,0.396429973,5097,7,3,2,0,0,0
"1",0.9999999,28,0,0.181662382,2333,3,3,0,0,0,0
"0",0.9500998,55,0,0.098971093,4081,2,3,0,0,0,0
"1",0.9999999,51,0,0.150855365,4500,2,3,0,0,1,0
"0",0.9999999,62,0,0.391387928,2600,1,3,0,0,1,0
"0",0.9999999,30,0,20,5400,0,3,0,0,0,0
"1",0.9999999,26,0,196,5400,2,3,0,0,0,0
"0",0.976723366,50,0,0.246541904,3686,4,3,0,0,1,0
"1",0.9999999,49,0,0.00779844,5000,0,3,0,0,3,0
"1",0.9999999,44,0,0.466583385,1600,2,3,1,0,1,0
"1",0.35552064,33,0,0.790949139,2496,5,3,0,0,0,0
"1",0.9999999,35,0,0.237826394,2833,1,3,1,0,2,0
"0",0.800664452,41,0,375,5400,4,3,0,0,0,0
"0",0.9999999,52,0,1062,5400,4,3,1,0,0,0
"1",0.9999999,26,0,0.205897051,2000,3,3,0,0,0,0
"0",0.286942611,47,0,0.040393013,4579,4,3,0,0,2,0
"1",0.9999999,52,0,0,5400,2,3,0,0,0,0
"0",0.9999999,50,0,0.291281052,2052,2,3,1,0,1,0
"0",0.9999999,66,0,80,5400,2,3,0,0,0,0
"1",0.681757656,40,0,151,5400,3,3,0,0,0,0
"1",0.9999999,36,0,0.130423139,3733,1,3,0,0,0,0
"0",0.9999999,62,0,0.014381435,6118,5,3,0,0,0,0
"1",0.9999999,51,0,2025,5400,5,3,0,0,0,0
"0",0.9999999,41,0,144,5400,1,3,0,0,0,0
"0",1.481037924,46,0,163,5400,1,3,0,0,0,0
"1",0.9999999,50,0,0,5400,7,3,0,0,0,0
"0",0.604220659,51,0,0.213624583,2700,5,3,0,0,0,0
"1",0.454670803,30,0,0.052378664,2080,6,3,0,0,0,0
"0",0,35,0,0.569810063,3000,2,3,1,0,0,0
"0",0.9999999,80,0,0.338216061,3822,4,3,2,0,0,0
"0",0.833887043,26,0,0.025019147,3916,4,3,0,0,0,0
"1",0.9999999,39,0,36,5400,0,3,0,0,0,0
"1",0.9999999,38,0,0.055944056,1000,0,3,0,0,0,0
"0",0,47,0,0.054955604,4166,1,3,0,0,1,0
"1",0.877076412,51,0,0.081326155,3528,3,3,0,0,0,0
"1",0.9999999,45,0,0,2000,0,3,0,0,0,0
"0",0.9999999,43,0,0.168121442,5269,0,3,0,0,3,0
"0",0.9999999,36,0,56,5400,1,3,0,0,0,0
"0",0.9999999,46,0,0.349477894,4500,3,3,1,0,1,0
"0",0.9999999,30,0,0.093836757,1800,1,3,0,0,2,0
"1",0.9999999,74,0,0.006662225,1500,0,3,0,0,0,0
"1",0.9999999,31,0,0.008011653,2745,0,3,0,0,3,0
"0",0.9999999,53,0,0.373932012,5500,2,3,1,0,3,0
"1",0.9999999,29,0,0.206983806,1975,1,3,0,0,2,0
"0",0.966552877,40,0,0.327830737,4300,3,3,0,0,0,0
"0",1.042957043,27,0,0.288985393,2532,4,3,0,0,0,0
"1",2.079734219,28,0,0.364392679,3004,1,3,1,0,0,0
"0",0.823189693,51,0,0.250156217,4800,6,3,1,0,3,0
"1",0.961345625,43,0,557,5400,5,3,0,0,0,0
"1",0.9999999,51,0,0.008703481,3331,0,3,0,0,0,0
"0",0.9999999,34,0,0.156260216,3058,1,3,0,0,0,0
"0",0.522225552,32,0,0.264957265,3041,6,3,0,0,0,0
"0",0.9999999,35,0,0.018958483,4166,0,3,0,0,0,0
"1",0.9999999,30,0,0.142429907,2674,2,3,0,0,2,0
"0",0.9999999,29,0,0,5400,0,3,0,0,0,0
"0",0.016897081,57,0,0.031117397,2120,3,3,0,0,0,0
"1",0.916726182,32,0,0.387227936,4180,9,3,0,0,1,0
"1",2.013732834,33,0,0.311387466,4100,1,3,1,0,0,0
"1",0.9999999,24,0,0.117773019,1400,6,3,0,0,0,0
"1",0.9999999,52,0,0.040416933,4700,2,3,0,0,1,0
"0",0.9999999,27,0,261,5400,1,3,0,0,0,0
"1",0.982220086,50,0,0.322503231,5416,7,3,1,0,2,0
"0",0.222591362,39,0,0.055588882,5000,1,3,0,0,0,0
"0",1.006897462,56,0,0.53516596,6838,5,3,2,0,2,0
"1",0.9999999,29,0,0.039675102,3200,1,3,0,0,1,0
"1",0.9999999,40,0,0.084670051,4924,3,3,0,0,1,0
"1",0.9999999,30,0,0.009791922,2450,0,3,0,0,0,0
"1",0.570408455,49,0,596,5400,1,3,0,0,0,0
"1",1.19760479,49,0,1021,5400,2,3,1,0,0,0
"0",0,31,0,543,5400,2,3,0,0,0,0
"1",1.202711957,49,0,0.327704954,4500,6,3,0,0,0,0
"1",0.9999999,32,0,0.372891943,1600,3,3,0,0,0,0
"1",0.373253493,53,0,3.52529669,1600,6,3,2,0,0,0
"0",0.9999999,38,0,0,1494,1,3,0,0,2,0
"1",0.9999999,43,0,0.442755826,2960,6,3,1,0,3,0
"0",0.915084915,74,0,0.271216098,1142,4,3,0,0,0,0
"1",1.096890724,31,0,0.318099195,3850,8,3,0,0,0,0
"0",0.9999999,57,0,592,5400,4,3,0,0,0,0
"1",0.9999999,34,0,0.299435028,2300,7,3,0,0,0,0
"1",0.398878958,46,0,0.241174633,3200,4,3,1,0,0,0
"1",0.9999999,31,0,0.019423022,3500,0,3,0,0,0,0
"1",0.946843854,46,0,323,5400,4,3,0,0,3,0
"1",0.552223099,88,0,2.190669371,3450,4,3,1,0,0,0
"0",0.9999999,56,0,0.041597338,600,0,3,0,0,0,0
"1",0.9999999,44,0,1.09310889,1900,1,3,1,0,0,0
"0",0.987937967,45,0,0.687453416,4024,8,3,1,0,4,0
"0",0.9999999,24,0,41,5400,0,3,0,0,0,0
"1",0.9999999,54,0,43,5400,0,3,0,0,0,0
"0",0.9999999,26,0,0.175216522,1500,4,3,0,0,0,0
"0",0.9999999,48,0,0.063387323,5000,1,3,0,0,0,0
"0",0.560585885,55,0,0.190161968,5000,3,3,0,0,0,0
"1",0.9999999,51,0,0.095268542,6255,1,3,0,0,2,0
"0",0.9999999,35,0,560,5400,1,3,0,0,0,0
"0",0.551811902,40,0,0.023173207,5911,4,3,0,0,0,0
"1",0.937151835,49,0,0.266933267,4000,1,3,0,0,7,0
"1",0.867122248,47,0,0.243517776,3740,7,3,0,0,1,0
"0",0.9999999,43,0,0.019137389,3500,2,3,0,0,3,0
"1",0.830633873,32,0,0.029757619,4166,1,3,0,0,0,0
"1",1.053793834,48,0,0.322612898,6000,5,3,1,0,3,0
"0",0.9999999,28,0,0,2600,0,3,0,0,0,0
"0",0.9999999,54,0,260,5400,4,3,0,0,1,0
"1",0.9999999,48,0,0.261904762,2015,1,3,1,0,0,0
"1",0.9999999,30,0,0.46877602,1200,1,3,0,0,0,0
"1",0.267904509,25,0,0.04772475,2702,4,3,0,0,2,0
"1",0.440294582,47,0,0.132083001,2505,2,3,1,0,3,0
"0",0.9999999,41,0,0.111235119,2687,0,3,0,0,0,0
"1",0.9999999,58,0,0.085257226,5500,3,3,0,0,3,0
"0",0.800664452,48,0,0.015567087,4046,2,3,0,0,1,0
"0",0.03264095,69,0,3124,5400,8,3,1,0,0,0
"1",0.72051242,29,0,0.114680946,2240,6,3,0,0,1,0
"0",0.9999999,53,0,0.112651646,4038,2,3,0,0,0,0
"1",0.784053156,50,0,0.001413856,4950,2,3,0,0,0,0
"1",1.049833887,45,0,0.008842753,2600,1,3,0,0,2,0
"0",0.9999999,34,0,307,5400,2,3,0,0,2,0
"0",0.542234332,26,0,0.156705064,4600,3,3,0,0,2,0
"0",3.384341637,67,0,0.91125719,2433,1,3,1,0,0,0
"0",0.9999999,28,0,0,5400,0,3,0,0,0,0
"0",0.637586332,63,0,0.248784138,5345,6,3,1,0,1,0
"0",1.021295089,38,0,0.081224617,3200,3,3,0,0,3,0
"0",1.111111111,57,0,0.285904698,3000,5,3,0,0,0,0
"0",0.975900602,40,0,0.781655035,5014,8,3,1,0,1,0
"1",0.9999999,41,0,0.042825184,3128,0,3,0,0,2,0
"1",0.9999999,25,0,279,5400,2,3,0,0,0,0
"1",0.095872977,33,0,0.323261497,4500,7,3,1,0,0,0
"1",0.9999999,32,0,0.135076775,4167,3,3,0,0,0,0
"1",0.986679353,30,0,0.148975171,6000,8,3,0,0,0,0
"1",0.9999999,46,0,0.716701903,1891,3,3,1,0,1,0
"0",0,53,0,0,6400,6,3,0,0,4,0
"0",0.571090255,57,0,0.245560109,5855,10,3,2,0,3,0
"1",0.9999999,26,0,0.097575666,6640,1,3,0,0,1,0
"1",0.9999999,50,0,0.31934033,2000,2,3,0,0,0,0
"1",0.9999999,48,0,0.030780923,5262,1,3,0,0,0,0
"1",0.9999999,59,0,218,5400,3,3,0,0,0,0
"1",0.441506499,57,0,156,5400,3,3,0,0,0,0
"1",0.9999999,37,0,0.229272194,3750,3,3,1,0,3,0
"0",1.005732951,48,0,0.248896435,2944,4,3,0,0,1,0
"1",0.979198286,35,0,0.266690468,2800,8,3,0,0,0,0
"1",1.04450121,39,0,0.139683421,3600,4,3,0,0,2,0
"0",0.29652251,43,0,0.458109147,1300,7,3,0,0,1,0
"1",0.814126758,44,0,1736,5400,5,3,0,0,0,0
"0",1.445042275,38,0,0.136132316,4715,5,3,0,0,2,0
"0",0.585009834,64,1,0.89,5399,10,3,2,0,0,0
"1",1.105788423,30,1,973,5400,7,3,0,0,0,0
"1",0.067025238,56,4,3459,5400,5,3,1,0,2,0
"1",1.563020544,61,3,0.219760831,5100,7,3,0,0,0,0
"0",0.868221661,41,1,0.643547189,4036,9,3,0,0,1,0
"1",1.527192009,46,1,0.020217729,4500,3,3,0,0,2,0
"1",0.997001499,34,1,0.616011505,2085,8,3,1,0,0,0
"1",0.984641229,60,1,0.339076792,4700,8,3,1,0,0,0
"1",0.9999999,41,4,0.86963815,4172,7,3,2,0,1,0
"1",1.636429608,41,3,0.65141497,3780,6,3,2,0,3,0
"1",0.9999999,35,3,0.588258628,2520,6,3,2,0,0,0
"1",0.417394064,32,3,0.171027552,5770,7,3,0,0,1,0
"1",0.398949601,56,3,0.212029859,6965,9,3,1,0,1,0
"1",0.774225774,62,3,0.80062098,4508,9,3,2,0,0,0
"1",0.814226925,45,2,0.251772405,5500,4,3,0,0,3,0
"1",1.198880299,37,2,0.478664524,5600,6,3,1,0,3,0
"1",0.9999999,54,2,5001,5400,7,3,2,0,0,0
"1",0.703859228,45,2,0.394699254,6300,5,3,1,0,3,0
"1",0.8752499,56,2,3366,5400,6,3,1,0,6,0
"1",0.537417139,38,1,2748,5400,5,3,1,0,0,0
"0",1.123876124,26,1,0.356158993,2540,5,3,0,0,2,0
"1",0.9999999,56,1,0.176040495,5333,3,3,1,0,1,0
"1",0.59957384,56,1,0.758206966,6000,7,3,3,0,0,0
"1",0.020979021,25,1,0.244958678,3024,5,3,0,0,3,0
"1",0.993513864,62,1,1.551703878,1701,9,2,2,3,0,0
"1",0.941352882,25,1,0.511162946,3000,5,2,0,3,0,0
"0",1.680709534,51,1,0.17872969,3384,7,2,0,3,1,0
"1",0,49,1,0.356085368,5200,5,2,0,3,3,0
"1",0.9999999,69,1,0.230265426,2900,4,2,1,3,0,0
"0",1.113735783,41,1,0.17434973,3882,5,2,0,3,1,0
"1",0.9999999,31,1,0.678390749,4150,3,2,3,3,1,0
"1",0.14600857,56,1,0.381769705,6000,6,2,1,3,2,0
"1",0.89376715,63,1,1635,5400,2,2,1,3,0,0
"1",1.214694369,32,1,249,5400,8,2,0,3,0,0
"1",0.9999999,28,0,0.255163728,3969,5,2,0,3,0,0
"1",0.950914049,59,0,1.899128269,802,8,2,1,3,2,0
"0",0.877024595,52,0,0.992002666,3000,5,2,1,3,2,0
"1",1.053263043,42,0,0.442737807,3710,4,2,1,3,2,0
"0",0.9999999,30,0,0.406531156,3000,5,2,0,3,1,0
"1",0.772933697,34,0,0.216909046,4056,4,2,0,3,3,0
"0",1.044014302,47,0,600,5400,7,2,0,3,0,0
"1",0.846307385,34,0,0.629820051,3500,8,2,2,3,4,0
"1",0.982806877,38,0,0.876475669,3472,8,2,3,3,0,0
"1",0.479346946,56,0,1.189905047,2000,9,2,1,3,1,0
"1",0.9711511,34,0,0.505555556,4139,9,2,0,3,1,0
"1",1.19276535,28,4,0.133216477,1140,8,2,0,2,0,0
"1",0.692859664,34,4,3795,5400,10,2,2,2,0,0
"1",1.390320884,50,4,769,5400,7,2,0,2,0,0
"1",0.902797114,45,3,2788,5400,8,2,1,2,0,0
"1",1.054472764,46,3,0.177455636,4000,3,2,0,2,0,0
"0",0.9999999,71,3,0.47188106,4640,4,2,1,2,0,0
