Num_Reg;Item_Identifier;Time;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales;Country
86365;FDA08;;11.85;Regular;0.050186726;Fruits and Vegetables;1.641.526;OUT045;2002;;Tier 2;Supermarket Type1;31.245.994;EEUU
107362;FDT43;4;16.35;Low Fat;0.020631654;Fruits and Vegetables;501.324;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.673.916;EEUU
55684;NCX06;;;Low Fat;0.01561108;Household;1.825.976;OUT027;1985;Medium;Tier 3;Supermarket Type3;50.707.328;EEUU
58711;FDT20;;10.5;Low Fat;0.041395445;Fruits and Vegetables;376.164;OUT046;1997;Small;Tier 1;Supermarket Type1;5.406.296;EEUU
667104;FDB41;1;19;Regular;0.097313129;Frozen Foods;480.718;OUT046;1997;Small;Tier 1;Supermarket Type1;9.927.078;EEUU
33325;NCN55;9;14.6;Low Fat;0.059582996;Others;2.388.538;OUT049;1999;Medium;Tier 1;Supermarket Type1;6.008.845;EEUU
1051065;FDE40;;;Regular;0.098663652;Dairy;629.194;OUT027;1985;Medium;Tier 3;Supermarket Type3;21.052.596;EEUU
771044;FDX49;;;reg;0.101338651;Canned;232.63;OUT027;1985;Medium;Tier 3;Supermarket Type3;5359.69;EEUU
551105;NCM53;;18.75;Low Fat;0.052146456;Health and Hygiene;104.628;OUT045;2002;;Tier 2;Supermarket Type1;745.696;EEUU
4310102;FDE36;;5.26;Regular;0.041764487;Baking Goods;1.618.868;OUT035;2004;Small;Tier 2;Supermarket Type1;3.275.736;EEUU
97765;FDN57;14;18.25;Low Fat;0.054344186;Snack Foods;1.402.154;OUT045;2002;;Tier 2;Supermarket Type1;17.017.848;EEUU
79122;FDI24;;;Low Fat;0.078362484;Baking Goods;177.937;OUT027;1985;Medium;Tier 3;Supermarket Type3;6.704.606;EEUU
74135;FDI19;;15.1;Low Fat;0.052339069;Meat;2.427.512;OUT046;1997;Small;Tier 1;Supermarket Type1;41.199.704;EEUU
171048;FDF24;;15.5;Regular;0.042464962;Baking Goods;815.934;OUT010;1998;;Tier 3;Grocery Store;3.275.736;EEUU
13243;FDG52;;13.65;Low Fat;0.065732883;Frozen Foods;457.402;OUT049;1999;Medium;Tier 1;Supermarket Type1;7.809.834;EEUU
51642;DRF36;20;16.1;LF;0.023625114;Soft Drinks;1.893.846;OUT045;2002;;Tier 2;Supermarket Type1;36.306.074;EEUU
76167;FDS45;;;Regular;0.051643608;Snack Foods;1.073.622;OUT019;1985;Small;Tier 1;Grocery Store;3.175.866;EEUU
13638;FDX40;;12.85;Low Fat;0.165694219;Frozen Foods;397.164;OUT010;1998;;Tier 3;Grocery Store;2.316.984;EEUU
57952;DRK12;9;9.5;LF;0.041878397;Soft Drinks;32.99;OUT035;2004;Small;Tier 2;Supermarket Type1;133.16;EEUU
18249;DRC27;24;13.8;Low Fat;0.058091482;Dairy;2.451.802;OUT035;2004;Small;Tier 2;Supermarket Type1;56.506.446;EEUU
34561;FDL58;5;5.78;Regular;0;Snack Foods;2.637.568;OUT017;2007;;Tier 2;Supermarket Type1;2.636.568;EEUU
910455;NCD30;;19.7;Low Fat;0.026903714;Household;960.726;OUT045;2002;;Tier 2;Supermarket Type1;12.723.438;EEUU
85496;NCZ54;;14.65;Low Fat;0;Household;1.615.552;OUT010;1998;;Tier 3;Grocery Store;3.249.104;EEUU
79165;FDE10;;6.67;Regular;0.150554711;Snack Foods;1.300.626;OUT010;1998;;Tier 3;Grocery Store;1.311.626;EEUU
71931;FDR44;5;6.11;Regular;0;Fruits and Vegetables;1.312.968;OUT010;1998;;Tier 3;Grocery Store;2.609.936;EEUU
91557;FDP28;;13.65;Regular;0.134975628;Frozen Foods;2.600.936;OUT010;1998;;Tier 3;Grocery Store;2.609.936;EEUU
43997;FDX15;;17.2;Low Fat;0.15616879;Meat;1.606.578;OUT013;1987;High;Tier 3;Supermarket Type1;36.905.294;EEUU
91433;FDA39;;6.32;LF;0;Meat;402.822;OUT035;2004;Small;Tier 2;Supermarket Type1;11.391.838;EEUU
32987;FDY24;;4.88;Regular;0.133700752;Baking Goods;529.298;OUT049;1999;Medium;Tier 1;Supermarket Type1;19.954.026;EEUU
96254;FDC60;;5.425;Regular;0.115119905;Baking Goods;883.514;OUT017;2007;;Tier 2;Supermarket Type1;14.168.224;EEUU
61893;FDH28;;15.85;Regular;0.110030997;Frozen Foods;372.506;OUT046;1997;Small;Tier 1;Supermarket Type1;2.656.542;EEUU
13777;FDT25;;7.5;Low Fat;0.051038045;Canned;1.217.072;OUT017;2007;;Tier 2;Supermarket Type1;35.527.088;EEUU
75174;DRJ13;;12.65;Low Fat;0.062837968;Soft Drinks;1.615.578;OUT013;1987;High;Tier 3;Supermarket Type1;2.406.867;EEUU
77533;NCO07;;;Low Fat;0.017116983;Others;211.956;OUT019;1985;Small;Tier 1;Grocery Store;213.056;EEUU
76693;FDW20;;20.75;Low Fat;0.024129332;Fruits and Vegetables;124.173;OUT013;1987;High;Tier 3;Supermarket Type1;2.956.152;EEUU
613810;DRF27;;;Low Fat;0.049754975;Dairy;152.134;OUT019;1985;Small;Tier 1;Grocery Store;153.134;EEUU
98739;FDS49;;9;Low Fat;0;Canned;797.644;OUT035;2004;Small;Tier 2;Supermarket Type1;16.498.524;EEUU
103858;FDX25;;;Low Fat;0.101561568;Canned;1.819.292;OUT027;1985;Medium;Tier 3;Supermarket Type3;31.012.964;EEUU
81216;NCX42;;;Low Fat;0.005949644;Household;1.656.526;OUT027;1985;Medium;Tier 3;Supermarket Type3;47.691.254;EEUU
63287;FDG33;;;Regular;0.13956116;Seafood;1.704.764;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.435.528;EEUU
689103;FDL56;;14.1;Low Fat;0.126035694;Fruits and Vegetables;864.198;OUT045;2002;;Tier 2;Supermarket Type1;11.338.574;EEUU
28869;FDF14;;7.55;Low Fat;0.027164679;Canned;152.334;OUT035;2004;Small;Tier 2;Supermarket Type1;2.603.278;EEUU
374106;NCD06;;13;Low Fat;0.099325278;Household;45.406;OUT046;1997;Small;Tier 1;Supermarket Type1;605.878;EEUU
6109310;DRM47;;;Low Fat;0.04357366;Hard Drinks;1.928.846;OUT027;1985;Medium;Tier 3;Supermarket Type3;22.930.152;EEUU
48227;FDS46;;;Regular;0.082741482;Snack Foods;1.187.782;OUT019;1985;Small;Tier 1;Grocery Store;1.191.782;EEUU
25714;FDB35;;12.3;Regular;0.064565202;Starchy Foods;929.804;OUT013;1987;High;Tier 3;Supermarket Type1;19.294.884;EEUU
101682;FDX21;;;LF;0.084554569;Snack Foods;1.098.912;OUT027;1985;Medium;Tier 3;Supermarket Type3;20.746.328;EEUU
291064;NCU05;;;Low Fat;0.058451805;Health and Hygiene;799.618;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.416.854;EEUU
27277;NCR38;;17.25;Low Fat;0.113748685;Household;2.513.724;OUT045;2002;;Tier 2;Supermarket Type1;67.951.548;EEUU
28939;NCR18;;15.85;Low Fat;0.020603511;Household;427.112;OUT017;2007;;Tier 2;Supermarket Type1;639.168;EEUU
8108105;NCU41;5;18.85;Low Fat;0.052044976;Health and Hygiene;1.921.846;OUT035;2004;Small;Tier 2;Supermarket Type1;32.484.382;EEUU
910332;FDY56;;16.35;Regular;0.062764429;Fruits and Vegetables;2.276.062;OUT017;2007;;Tier 2;Supermarket Type1;72.225.984;EEUU
99495;DRJ51;;14.1;Low Fat;0.087977262;Dairy;2.290.668;OUT035;2004;Small;Tier 2;Supermarket Type1;32.251.352;EEUU
74359;FDK21;17;7.905;Low Fat;0.010010425;Snack Foods;2.490.408;OUT035;2004;Small;Tier 2;Supermarket Type1;3.755.112;EEUU
11217;FDY25;;12;Low Fat;0.033946163;Canned;1.793.976;OUT013;1987;High;Tier 3;Supermarket Type1;34.408.544;EEUU
425109;FDU44;7;12.15;Regular;0.058414678;Fruits and Vegetables;1.634.552;OUT035;2004;Small;Tier 2;Supermarket Type1;9.747.312;EEUU
24159;FDL43;;10.1;Low Fat;0.027106459;Meat;75.367;OUT049;1999;Medium;Tier 1;Supermarket Type1;535.969;EEUU
82626;FDF05;22;17.5;Low Fat;0.027022883;Frozen Foods;262.491;OUT017;2007;;Tier 2;Supermarket Type1;5259.82;EEUU
103518;DRF15;;;Low Fat;0.058153409;Dairy;152.034;OUT019;1985;Small;Tier 1;Grocery Store;306.268;EEUU
295410;FDL20;;17.1;Low Fat;0.128937661;Fruits and Vegetables;1.123.886;OUT018;2009;Medium;Tier 3;Supermarket Type2;17.790.176;EEUU
16618;FDV32;;7.785;Low Fat;0.088846306;Fruits and Vegetables;61.451;OUT049;1999;Medium;Tier 1;Supermarket Type1;759.012;EEUU
641105;FDJ34;;11.8;Regular;0.09357779;Snack Foods;1.259.704;OUT013;1987;High;Tier 3;Supermarket Type1;1.877.556;EEUU
49466;FDG08;;13.15;Regular;0.165694678;Fruits and Vegetables;1.718.764;OUT045;2002;;Tier 2;Supermarket Type1;37.790.808;EEUU
96667;FDQ04;;;Low Fat;0.148392623;Frozen Foods;415.796;OUT019;1985;Small;Tier 1;Grocery Store;412.796;EEUU
93782;FDW13;9;8.5;Low Fat;0.098438394;Canned;511.324;OUT017;2007;;Tier 2;Supermarket Type1;259.662;EEUU
89716;NCI17;;8.645;Low Fat;0.143303291;Health and Hygiene;96.341;OUT013;1987;High;Tier 3;Supermarket Type1;193.082;EEUU
241075;FDY03;;17.6;Regular;0.076276208;Meat;1.109.202;OUT045;2002;;Tier 2;Supermarket Type1;1.687.803;EEUU
449810;FDS12;;9.1;Low Fat;0.175103435;Baking Goods;1.275.362;OUT017;2007;;Tier 2;Supermarket Type1;46.559.394;EEUU
99621;FDJ55;14;12.8;Regular;0.023511371;Meat;2.259.404;OUT013;1987;High;Tier 3;Supermarket Type1;49.508.888;EEUU
89353;DRK01;;7.63;Low Fat;0.06105276;Soft Drinks;954.436;OUT035;2004;Small;Tier 2;Supermarket Type1;1.418.154;EEUU
914107;FDG28;;9.285;Regular;0.049559042;Frozen Foods;2.464.144;OUT017;2007;;Tier 2;Supermarket Type1;1.225.072;EEUU
6610109;FDY38;;13.6;Regular;0.119418124;Dairy;231.03;OUT045;2002;;Tier 2;Supermarket Type1;5359.69;EEUU
8104101;FDN01;;8.895;Low Fat;0.072545601;Breakfast;176.237;OUT045;2002;;Tier 2;Supermarket Type1;1764.37;EEUU
243610;NCR54;;16.35;Low Fat;0.090486828;Household;195.211;OUT013;1987;High;Tier 3;Supermarket Type1;2.553.343;EEUU
371067;FDG29;24;17.6;Low Fat;0.056245075;Frozen Foods;433.454;OUT013;1987;High;Tier 3;Supermarket Type1;10.066.896;EEUU
81853;FDG24;;7.975;Low Fat;0.014618973;Baking Goods;85.225;OUT013;1987;High;Tier 3;Supermarket Type1;1.081.925;EEUU
99769;FDG59;16;15.85;Low Fat;0.043479126;Starchy Foods;367.164;OUT017;2007;;Tier 2;Supermarket Type1;3.089.312;EEUU
106319;FDM28;;15.7;Low Fat;0.045166237;Frozen Foods;178.666;OUT013;1987;High;Tier 3;Supermarket Type1;2.516.724;EEUU
310731;FDW04;;8.985;Regular;0.057827101;Frozen Foods;128.831;OUT046;1997;Small;Tier 1;Supermarket Type1;1.428.141;EEUU
13716;FDS26;12;20.35;Low Fat;0.089394766;Dairy;2.601.594;OUT013;1987;High;Tier 3;Supermarket Type1;20.932.752;EEUU
34379;FDQ56;21;6.59;Low Fat;0.10550944;Fruits and Vegetables;856.908;OUT013;1987;High;Tier 3;Supermarket Type1;19.294.884;EEUU
14938;FDK51;;19.85;Low Fat;0.005234153;Dairy;2.640.884;OUT035;2004;Small;Tier 2;Supermarket Type1;58.297.448;EEUU
551093;FDL22;;16.85;Low Fat;0.036390174;Snack Foods;914.488;OUT046;1997;Small;Tier 1;Supermarket Type1;20.826.224;EEUU
73298;FDH19;;;Low Fat;0.03292824;Meat;1.731.738;OUT027;1985;Medium;Tier 3;Supermarket Type3;72.984.996;EEUU
799101;FDY55;;16.75;Low Fat;0.081252534;Fruits and Vegetables;2.564.988;OUT013;1987;High;Tier 3;Supermarket Type1;74.529.652;EEUU
26141;FDY03;;17.6;Regular;0.076552407;Meat;1.105.202;OUT017;2007;;Tier 2;Supermarket Type1;4.500.808;EEUU
44759;FDK21;;7.905;Low Fat;0.016758569;Snack Foods;2.504.408;OUT010;1998;;Tier 3;Grocery Store;5.006.816;EEUU
103172;FDZ10;;;Low Fat;0.044248175;Snack Foods;126.202;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.668.558;EEUU
251036;FDZ32;;7.785;Regular;0.038288087;Fruits and Vegetables;1.031.964;OUT018;2009;Medium;Tier 3;Supermarket Type2;7.363.748;EEUU
492210;NCZ18;;7.825;Low Fat;0.186032678;Household;2.530.698;OUT035;2004;Small;Tier 2;Supermarket Type1;60.880.752;EEUU
188101;NCF07;;;Low Fat;0.031867464;Household;1.010.016;OUT027;1985;Medium;Tier 3;Supermarket Type3;21.252.336;EEUU
1011089;DRE49;;20.75;Low Fat;0.021370201;Soft Drinks;1.530.024;OUT017;2007;;Tier 2;Supermarket Type1;2.277.036;EEUU
51749;FDJ08;;;Low Fat;0.193772568;Fruits and Vegetables;1.903.846;OUT019;1985;Small;Tier 1;Grocery Store;5.732.538;EEUU
99143;FDT39;;6.26;Regular;0.009866049;Meat;1.511.366;OUT035;2004;Small;Tier 2;Supermarket Type1;2.267.049;EEUU
15353;FDE08;;18.2;Low Fat;0.082551042;Fruits and Vegetables;1.473.734;OUT010;1998;;Tier 3;Grocery Store;2.969.468;EEUU
357310;NCD06;;13;Low Fat;0.099729888;Household;46.306;OUT018;2009;Medium;Tier 3;Supermarket Type2;559.272;EEUU
96429;FDB57;;20.25;Regular;0.018801549;Fruits and Vegetables;2.221.772;OUT035;2004;Small;Tier 2;Supermarket Type1;5559.43;EEUU
581025;NCT54;;8.695;Low Fat;0.119721451;Household;955.094;OUT049;1999;Medium;Tier 1;Supermarket Type1;12.377.222;EEUU
333310;DRF49;;7.27;Low Fat;0.071222087;Soft Drinks;1.135.518;OUT045;2002;;Tier 2;Supermarket Type1;569.259;EEUU
47578;FDM25;;;Regular;0.060371962;Breakfast;1.740.712;OUT027;1985;Medium;Tier 3;Supermarket Type3;38.669.664;EEUU
11529;FDF20;3;12.85;low fat;0.033287541;Fruits and Vegetables;1.984.768;OUT045;2002;;Tier 2;Supermarket Type1;13.795.376;EEUU
15938;FDH27;;7.075;Low Fat;0.05858462;Dairy;1.427.128;OUT018;2009;Medium;Tier 3;Supermarket Type2;18.695.664;EEUU
47141;FDV60;;;Regular;0.11679292;Baking Goods;196.211;OUT027;1985;Medium;Tier 3;Supermarket Type3;5.499.508;EEUU
19278;FDY59;;8.195;Low Fat;0.031452265;Baking Goods;943.462;OUT049;1999;Medium;Tier 1;Supermarket Type1;925.462;EEUU
971037;FDK36;;7.09;Low Fat;0.00721395;Baking Goods;479.034;OUT035;2004;Small;Tier 2;Supermarket Type1;5.832.408;EEUU
1010964;NCM31;14;6.095;Low Fat;0.081196619;Others;1.414.154;OUT046;1997;Small;Tier 1;Supermarket Type1;1.418.154;EEUU
31348;FDE33;;19.35;Regular;0.049916364;Fruits and Vegetables;802.644;OUT017;2007;;Tier 2;Supermarket Type1;9.427.728;EEUU
510642;FDU36;;6.15;Low Fat;0.04627095;Baking Goods;993.384;OUT046;1997;Small;Tier 1;Supermarket Type1;23.649.216;EEUU
78272;FDV13;;;Regular;0.02747716;Canned;879.856;OUT027;1985;Medium;Tier 3;Supermarket Type3;32.517.672;EEUU
331088;FDV20;;;Regular;0.104704537;Fruits and Vegetables;1.252.678;OUT019;1985;Small;Tier 1;Grocery Store;2.543.356;EEUU
58257;NCQ54;;17.7;Low Fat;0.012540003;Household;1.670.474;OUT035;2004;Small;Tier 2;Supermarket Type1;5.895.659;EEUU
22324;FDO23;24;17.85;Low Fat;0.147023834;Breads;937.436;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.345.232;EEUU
24354;DRE60;;9.395;Low Fat;0.159657596;Soft Drinks;224.972;OUT045;2002;;Tier 2;Supermarket Type1;7.696.648;EEUU
37784;DRP47;;15.75;Low Fat;0.141398626;Hard Drinks;2.505.382;OUT017;2007;;Tier 2;Supermarket Type1;27.757.202;EEUU
78654;FDB21;;7.475;Low Fat;0.148821808;Fruits and Vegetables;2.412.854;OUT045;2002;;Tier 2;Supermarket Type1;53.170.788;EEUU
78951;FDR04;;7.075;Low Fat;0;Frozen Foods;980.068;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.748.612;EEUU
101143;FDX23;5;6.445;Low Fat;0.029691762;Baking Goods;926.436;OUT046;1997;Small;Tier 1;Supermarket Type1;10.399.796;EEUU
12714;FDX19;;19.1;Low Fat;0.096715523;Fruits and Vegetables;2.350.958;OUT035;2004;Small;Tier 2;Supermarket Type1;30.380.454;EEUU
131510;FDD40;;20.25;Regular;0.014790559;Dairy;1.936.162;OUT035;2004;Small;Tier 2;Supermarket Type1;3.848.324;EEUU
1091055;FDA01;;15;Regular;0.054378253;Canned;591.904;OUT046;1997;Small;Tier 1;Supermarket Type1;5.273.136;EEUU
52864;FDS33;9;6.67;Regular;0.123428594;Snack Foods;891.514;OUT046;1997;Small;Tier 1;Supermarket Type1;23.908.878;EEUU
35122;FDM50;;;Regular;0.029943463;Canned;60.222;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.677.816;EEUU
17379;FDB29;0;16.7;Regular;0.052368061;Frozen Foods;1.127.176;OUT013;1987;High;Tier 3;Supermarket Type1;8.016.232;EEUU
83783;FDF46;;7.07;Low Fat;0.093861144;Snack Foods;1.155.834;OUT045;2002;;Tier 2;Supermarket Type1;12.670.174;EEUU
12145;FDA33;;6.48;Low Fat;0.033968647;Snack Foods;1.480.076;OUT045;2002;;Tier 2;Supermarket Type1;8.868.456;EEUU
84757;FDC08;;19;Regular;0.173154079;Fruits and Vegetables;228.272;OUT010;1998;;Tier 3;Grocery Store;452.744;EEUU
92813;FDB53;;13.35;Low Fat;0.139735226;Frozen Foods;1.475.392;OUT045;2002;;Tier 2;Supermarket Type1;38.776.192;EEUU
821068;FDY31;;;Low Fat;0.043351896;Fruits and Vegetables;1.466.418;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.414.254;EEUU
108916;DRQ35;3;;Low Fat;0.042086652;Hard Drinks;1.224.388;OUT027;1985;Medium;Tier 3;Supermarket Type3;54.489.072;EEUU
33899;FDX36;;9.695;Regular;0.12848269;Baking Goods;2.239.404;OUT049;1999;Medium;Tier 1;Supermarket Type1;49.508.888;EEUU
1098310;DRD13;;15;Low Fat;0.049357077;Soft Drinks;626.168;OUT017;2007;;Tier 2;Supermarket Type1;958.752;EEUU
17894;FDC52;;11.15;Regular;0.008326735;Dairy;1.499.708;OUT017;2007;;Tier 2;Supermarket Type1;19.561.204;EEUU
107499;FDB45;;20.85;Low Fat;0.021362955;Fruits and Vegetables;1.032.306;OUT049;1999;Medium;Tier 1;Supermarket Type1;24.042.038;EEUU
21376;NCK19;;9.8;Low Fat;0.151420934;Others;1.943.478;OUT010;1998;;Tier 3;Grocery Store;3.874.956;EEUU
895510;FDV51;;16.35;Low Fat;0.032511818;Meat;1.650.842;OUT013;1987;High;Tier 3;Supermarket Type1;9.947.052;EEUU
41397;FDZ35;9;9.6;Regular;0.022323658;Breads;101.299;OUT045;2002;;Tier 2;Supermarket Type1;1.754.383;EEUU
2101038;NCW17;;;Low Fat;0.019292355;Health and Hygiene;1.299.994;OUT027;1985;Medium;Tier 3;Supermarket Type3;33.409.844;EEUU
95858;FDV59;21;13.35;Low Fat;0.048124443;Breads;2.167.166;OUT045;2002;;Tier 2;Supermarket Type1;39.188.988;EEUU
261074;DRH39;;20.7;Low Fat;0.09261307;Dairy;76.367;OUT013;1987;High;Tier 3;Supermarket Type1;306.268;EEUU
4910510;FDN60;;;Low Fat;0.094697274;Baking Goods;1.584.604;OUT027;1985;Medium;Tier 3;Supermarket Type3;42.784.308;EEUU
5103810;FDU55;;16.2;Low Fat;0.035984104;Fruits and Vegetables;2.606.278;OUT045;2002;;Tier 2;Supermarket Type1;44.255.726;EEUU
628108;FDN58;;;Regular;0.056596985;Snack Foods;2.309.984;OUT027;1985;Medium;Tier 3;Supermarket Type3;9.267.936;EEUU
878109;FDC41;;;Low Fat;0.2047;Frozen Foods;76.867;OUT019;1985;Small;Tier 1;Grocery Store;229.701;EEUU
610961;FDO01;;;Regular;0.020618324;Breakfast;1.293.994;OUT027;1985;Medium;Tier 3;Supermarket Type3;20.559.904;EEUU
58848;NCO43;16;5.5;Low Fat;0.04709821;Others;1.013.016;OUT046;1997;Small;Tier 1;Supermarket Type1;33.396.528;EEUU
38387;FDQ07;;15.1;Regular;0.087584126;Fruits and Vegetables;2.217.456;OUT045;2002;;Tier 2;Supermarket Type1;64.103.224;EEUU
11010610;FDF28;;15.7;Regular;0.038078899;Frozen Foods;1.229.046;OUT017;2007;;Tier 2;Supermarket Type1;19.920.736;EEUU
768910;FDM01;;7.895;reg;0.095102092;Breakfast;1.044.332;OUT017;2007;;Tier 2;Supermarket Type1;28.709.296;EEUU
69144;FDY49;;;Regular;0.011953902;Canned;1.645.184;OUT027;1985;Medium;Tier 3;Supermarket Type3;28.070.128;EEUU
4104710;FDR24;17;17.35;Regular;0.062799379;Baking Goods;88.183;OUT013;1987;High;Tier 3;Supermarket Type1;539.298;EEUU
41121;NCY18;;7.285;Low Fat;0.031125709;Household;1.743.054;OUT013;1987;High;Tier 3;Supermarket Type1;4.377.635;EEUU
575107;NCY30;;20.25;Low Fat;0.026005891;Household;1.809.976;OUT045;2002;;Tier 2;Supermarket Type1;2.716.464;EEUU
27857;FDJ22;;;Low Fat;0.09246392;Snack Foods;1.909.504;OUT019;1985;Small;Tier 1;Grocery Store;3.835.008;EEUU
19373;DRI37;;15.85;Low Fat;0.107765165;Soft Drinks;595.904;OUT049;1999;Medium;Tier 1;Supermarket Type1;7.030.848;EEUU
1041057;FDL27;;6.17;Low Fat;0.010647477;Meat;663.826;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.937.478;EEUU
58367;NCO30;;19.5;Low Fat;0.015749341;Household;1.822.608;OUT049;1999;Medium;Tier 1;Supermarket Type1;33.076.944;EEUU
63758;NCB07;;19.2;Low Fat;0.077628053;Household;197.611;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.142.576;EEUU
3101027;FDX25;;16.7;Low Fat;0;Canned;1.812.292;OUT018;2009;Medium;Tier 3;Supermarket Type2;25.540.088;EEUU
48181;FDP59;;20.85;Regular;0.056695731;Breads;1.040.648;OUT018;2009;Medium;Tier 3;Supermarket Type2;18.695.664;EEUU
57429;FDR59;;14.5;Regular;0.063993068;Breads;2.604.594;OUT045;2002;;Tier 2;Supermarket Type1;54.948.474;EEUU
247103;FDT27;;11.395;Regular;0.069529262;Meat;2.331.616;OUT013;1987;High;Tier 3;Supermarket Type1;60.934.016;EEUU
15129;DRI01;;7.97;Low Fat;0.034452949;Soft Drinks;1.740.422;OUT046;1997;Small;Tier 1;Supermarket Type1;2.586.633;EEUU
38365;FDU09;21;7.71;Regular;0.06670068;Snack Foods;552.956;OUT049;1999;Medium;Tier 1;Supermarket Type1;12.556.988;EEUU
1088110;FDH26;10;19.25;Regular;0.034699737;Canned;1.417.496;OUT046;1997;Small;Tier 1;Supermarket Type1;40.933.384;EEUU
17368;FDH27;10;7.075;Low Fat;0.058346939;Dairy;1.422.128;OUT046;1997;Small;Tier 1;Supermarket Type1;31.638.816;EEUU
846210;FDN39;;;Regular;0.065203103;Meat;1.660.816;OUT027;1985;Medium;Tier 3;Supermarket Type3;5.033.448;EEUU
41657;FDH40;;11.6;Regular;0.078929571;Frozen Foods;799.276;OUT046;1997;Small;Tier 1;Supermarket Type1;11.371.864;EEUU
16184;FDJ56;;;Low Fat;0.182514881;Fruits and Vegetables;98.77;OUT027;1985;Medium;Tier 3;Supermarket Type3;2696.49;EEUU
610835;DRN47;;12.1;Low Fat;0.016895293;Hard Drinks;178.566;OUT018;2009;Medium;Tier 3;Supermarket Type2;898.83;EEUU
84361;NCO17;;10;Low Fat;0.073379745;Health and Hygiene;118.244;OUT046;1997;Small;Tier 1;Supermarket Type1;2.756.412;EEUU
74333;FDX60;;14.35;Low Fat;0.08075758;Baking Goods;81.896;OUT045;2002;;Tier 2;Supermarket Type1;878.856;EEUU
37882;FDT22;;10.395;Low Fat;0.112271498;Snack Foods;58.222;OUT049;1999;Medium;Tier 1;Supermarket Type1;659.142;EEUU
695101;FDX26;2;;Low Fat;0.153741385;Dairy;1.826.292;OUT019;1985;Small;Tier 1;Grocery Store;1.824.292;EEUU
8410105;FDG45;4;8.1;Low Fat;0.127929521;Fruits and Vegetables;2.114.902;OUT013;1987;High;Tier 3;Supermarket Type1;36.106.334;EEUU
761710;FDD44;14;8.05;Regular;0.07838564;Fruits and Vegetables;2.564.646;OUT035;2004;Small;Tier 2;Supermarket Type1;5.153.292;EEUU
294310;FDS15;;9.195;Regular;0.078502143;Meat;1.087.596;OUT017;2007;;Tier 2;Supermarket Type1;25.886.304;EEUU
66114;FDL51;8;20.7;Regular;0.047684831;Dairy;2.125.876;OUT018;2009;Medium;Tier 3;Supermarket Type2;12.863.256;EEUU
761073;FDL32;;15.7;Regular;0.123159656;Fruits and Vegetables;1.101.544;OUT017;2007;;Tier 2;Supermarket Type1;12.303.984;EEUU
3510710;FDZ07;;;Regular;0;Fruits and Vegetables;602.194;OUT027;1985;Medium;Tier 3;Supermarket Type3;17.337.432;EEUU
46476;NCW53;22;;Low Fat;0.053392944;Health and Hygiene;1.938.162;OUT019;1985;Small;Tier 1;Grocery Store;3.848.324;EEUU
71935;NCA54;;16.5;Low Fat;0.036715907;Household;1.800.318;OUT045;2002;;Tier 2;Supermarket Type1;39.694.996;EEUU
456610;FDX09;18;9;Low Fat;0.065236932;Snack Foods;176.437;OUT035;2004;Small;Tier 2;Supermarket Type1;7.763.228;EEUU
8102210;FDO51;;6.785;Regular;0.041947547;Meat;412.112;OUT013;1987;High;Tier 3;Supermarket Type1;8.096.128;EEUU
714810;FDW49;;19.5;Low Fat;0.082888496;Canned;1.786.002;OUT018;2009;Medium;Tier 3;Supermarket Type2;12.537.014;EEUU
221035;FDB27;;7.575;Low Fat;0.055390121;Dairy;1.952.768;OUT046;1997;Small;Tier 1;Supermarket Type1;57.152.272;EEUU
78752;FDF45;4;18.2;Regular;0.012194556;Fruits and Vegetables;577.904;OUT013;1987;High;Tier 3;Supermarket Type1;1464.76;EEUU
97357;FDV02;;16.75;Low Fat;0.060495243;Dairy;1.698.106;OUT013;1987;High;Tier 3;Supermarket Type1;32.511.014;EEUU
85635;FDY28;;7.47;Regular;0;Frozen Foods;2.143.218;OUT035;2004;Small;Tier 2;Supermarket Type1;4.274.436;EEUU
1062106;FDX31;;;Regular;0.014753811;Fruits and Vegetables;2.317.958;OUT027;1985;Medium;Tier 3;Supermarket Type3;53.750.034;EEUU
36426;FDR43;;;Low Fat;0.160707489;Fruits and Vegetables;38.019;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.318.284;EEUU
96179;FDP51;;13.85;Regular;0.085622362;Meat;1.194.124;OUT018;2009;Medium;Tier 3;Supermarket Type2;22.517.356;EEUU
68566;FDL52;22;6.635;Regular;0.046350909;Frozen Foods;374.506;OUT017;2007;;Tier 2;Supermarket Type1;11.764.686;EEUU
105277;FDR44;;6.11;Regular;0.102920886;Fruits and Vegetables;1.304.968;OUT046;1997;Small;Tier 1;Supermarket Type1;35.234.136;EEUU
